GENESIS-Tabelle: 46331-0004;;;;;;;;;
Umgeschlagene Güter (Seeverkehr): Deutschland, Monate,;;;;;;;;;
Güterabteilungen, Hauptverkehrsbeziehungen,;;;;;;;;;
Flagge des Schiffes;;;;;;;;;
Seeverkehrsstatistik;;;;;;;;;
Deutschland;;;;;;;;;
;;;;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter
;;;;Verkehr innerhalb Deutschlands;Verkehr innerhalb Deutschlands;Grenzüberschreitender Versand;Grenzüberschreitender Versand;Grenzüberschreitender Empfang;Grenzüberschreitender Empfang
;;;;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes
;;year;month;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge
;;;;t;t;t;t;t;t
NST7-15;Post, Pakete;2018;April;-;-;-;16;-;53
NST7-15;Post, Pakete;2018;Mai;-;-;-;33;-;50
NST7-15;Post, Pakete;2018;Juni;-;-;-;31;-;41
NST7-15;Post, Pakete;2018;Juli;-;-;-;-;-;-
NST7-15;Post, Pakete;2018;August;-;-;-;-;-;-
NST7-15;Post, Pakete;2018;September;-;-;-;-;-;-
NST7-15;Post, Pakete;2018;Oktober;-;-;-;-;-;-
NST7-15;Post, Pakete;2018;November;-;-;-;-;-;-
NST7-15;Post, Pakete;2018;Dezember;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Januar;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Februar;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;März;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;April;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Mai;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Juni;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Juli;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;August;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;September;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Oktober;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;November;-;-;-;-;-;-
NST7-15;Post, Pakete;2019;Dezember;-;-;-;-;-;-
NST7-15;Post, Pakete;2020;Januar;-;-;-;-;-;-
NST7-15;Post, Pakete;2020;Februar;-;-;-;-;-;-
NST7-15;Post, Pakete;2020;März;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;April;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;Mai;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;Juni;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;Juli;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;August;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;September;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;Oktober;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;November;...;...;...;...;...;...
NST7-15;Post, Pakete;2020;Dezember;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2011;Januar;4860;-;572;1978;120;2016
NST7-16;Geräte und Material für die Güterbeförderung;2011;Februar;4198;36;118;635;224;1975
NST7-16;Geräte und Material für die Güterbeförderung;2011;März;6763;-;489;3551;268;2360
NST7-16;Geräte und Material für die Güterbeförderung;2011;April;4247;-;316;1465;778;4516
NST7-16;Geräte und Material für die Güterbeförderung;2011;Mai;6239;-;532;1668;1095;2703
NST7-16;Geräte und Material für die Güterbeförderung;2011;Juni;619;-;1180;2184;743;4686
NST7-16;Geräte und Material für die Güterbeförderung;2011;Juli;6543;-;852;2766;694;4528
NST7-16;Geräte und Material für die Güterbeförderung;2011;August;6497;-;1758;4870;718;3762
NST7-16;Geräte und Material für die Güterbeförderung;2011;September;3925;-;799;6076;1195;5013
NST7-16;Geräte und Material für die Güterbeförderung;2011;Oktober;5399;-;1171;3440;531;5095
NST7-16;Geräte und Material für die Güterbeförderung;2011;November;4414;-;571;2228;1225;6651
NST7-16;Geräte und Material für die Güterbeförderung;2011;Dezember;7773;-;343;1382;696;4900
NST7-16;Geräte und Material für die Güterbeförderung;2012;Januar;4707;-;299;1402;896;5772
NST7-16;Geräte und Material für die Güterbeförderung;2012;Februar;3510;-;49;533;1287;8366
NST7-16;Geräte und Material für die Güterbeförderung;2012;März;4141;-;78;747;1832;6369
NST7-16;Geräte und Material für die Güterbeförderung;2012;April;4765;-;63;990;580;17471
NST7-16;Geräte und Material für die Güterbeförderung;2012;Mai;5981;-;59;918;333;3070
NST7-16;Geräte und Material für die Güterbeförderung;2012;Juni;5392;-;210;1639;557;3315
NST7-16;Geräte und Material für die Güterbeförderung;2012;Juli;4780;-;104;2895;851;4777
NST7-16;Geräte und Material für die Güterbeförderung;2012;August;6013;-;51;1941;773;4439
NST7-16;Geräte und Material für die Güterbeförderung;2012;September;5538;50;263;1224;569;3670
NST7-16;Geräte und Material für die Güterbeförderung;2012;Oktober;3002;-;266;1519;499;4654
NST7-16;Geräte und Material für die Güterbeförderung;2012;November;5229;-;80;4110;565;3078
NST7-16;Geräte und Material für die Güterbeförderung;2012;Dezember;4015;1;205;789;475;4639
NST7-16;Geräte und Material für die Güterbeförderung;2013;Januar;4583;1;100;1814;400;2991
NST7-16;Geräte und Material für die Güterbeförderung;2013;Februar;4417;-;7;1738;303;3854
NST7-16;Geräte und Material für die Güterbeförderung;2013;März;5122;3;182;1316;378;18784
NST7-16;Geräte und Material für die Güterbeförderung;2013;April;6988;-;141;2446;404;2320
NST7-16;Geräte und Material für die Güterbeförderung;2013;Mai;6698;-;90;2368;198;3511
NST7-16;Geräte und Material für die Güterbeförderung;2013;Juni;4171;-;168;2540;1520;2999
NST7-16;Geräte und Material für die Güterbeförderung;2013;Juli;6437;-;157;2614;241;3525
NST7-16;Geräte und Material für die Güterbeförderung;2013;August;6778;-;9;1123;565;6277
NST7-16;Geräte und Material für die Güterbeförderung;2013;September;3867;1;6;744;297;4292
NST7-16;Geräte und Material für die Güterbeförderung;2013;Oktober;5505;-;11;879;348;3012
NST7-16;Geräte und Material für die Güterbeförderung;2013;November;5545;-;10;1033;274;2488
NST7-16;Geräte und Material für die Güterbeförderung;2013;Dezember;4989;-;20;450;477;1602
NST7-16;Geräte und Material für die Güterbeförderung;2014;Januar;6036;-;304;4439;531;3999
NST7-16;Geräte und Material für die Güterbeförderung;2014;Februar;4974;-;151;4464;758;7220
NST7-16;Geräte und Material für die Güterbeförderung;2014;März;5078;29;259;6210;640;6718
NST7-16;Geräte und Material für die Güterbeförderung;2014;April;6878;24;315;6263;307;7562
NST7-16;Geräte und Material für die Güterbeförderung;2014;Mai;10804;21;278;9762;747;7617
NST7-16;Geräte und Material für die Güterbeförderung;2014;Juni;6190;-;24;4779;383;7677
NST7-16;Geräte und Material für die Güterbeförderung;2014;Juli;5911;-;1554;7414;504;6048
NST7-16;Geräte und Material für die Güterbeförderung;2014;August;4312;-;747;6023;755;9521
NST7-16;Geräte und Material für die Güterbeförderung;2014;September;5834;-;230;5809;431;6558
NST7-16;Geräte und Material für die Güterbeförderung;2014;Oktober;6134;-;275;4603;276;6434
NST7-16;Geräte und Material für die Güterbeförderung;2014;November;7020;-;245;2367;365;3053
NST7-16;Geräte und Material für die Güterbeförderung;2014;Dezember;5232;-;75;3830;610;5937
NST7-16;Geräte und Material für die Güterbeförderung;2015;Januar;4455;-;23;5120;211;6439
NST7-16;Geräte und Material für die Güterbeförderung;2015;Februar;4236;-;245;1958;374;4000
NST7-16;Geräte und Material für die Güterbeförderung;2015;März;5717;-;238;5382;803;5935
NST7-16;Geräte und Material für die Güterbeförderung;2015;April;6207;-;239;5309;535;5522
NST7-16;Geräte und Material für die Güterbeförderung;2015;Mai;6240;-;63;3686;581;4396
NST7-16;Geräte und Material für die Güterbeförderung;2015;Juni;5751;-;70;3775;672;4769
NST7-16;Geräte und Material für die Güterbeförderung;2015;Juli;6565;-;212;5258;548;6379
NST7-16;Geräte und Material für die Güterbeförderung;2015;August;6364;-;428;4386;368;3613
NST7-16;Geräte und Material für die Güterbeförderung;2015;September;7041;-;204;5111;449;4612
NST7-16;Geräte und Material für die Güterbeförderung;2015;Oktober;6913;-;88;3692;613;5258
NST7-16;Geräte und Material für die Güterbeförderung;2015;November;5803;-;601;4540;188;4347
NST7-16;Geräte und Material für die Güterbeförderung;2015;Dezember;5654;-;682;5156;376;4034
NST7-16;Geräte und Material für die Güterbeförderung;2016;Januar;4811;-;50;537;351;863
NST7-16;Geräte und Material für die Güterbeförderung;2016;Februar;4071;-;41;1792;36;326
NST7-16;Geräte und Material für die Güterbeförderung;2016;März;7109;-;82;5659;15;430
NST7-16;Geräte und Material für die Güterbeförderung;2016;April;7328;-;44;2118;81;638
NST7-16;Geräte und Material für die Güterbeförderung;2016;Mai;5464;-;39;2108;60;366
NST7-16;Geräte und Material für die Güterbeförderung;2016;Juni;7501;-;32;363;77;673
NST7-16;Geräte und Material für die Güterbeförderung;2016;Juli;5218;-;8;626;-;697
NST7-16;Geräte und Material für die Güterbeförderung;2016;August;8595;-;26;353;77;322
NST7-16;Geräte und Material für die Güterbeförderung;2016;September;7681;-;57;2292;59;465
NST7-16;Geräte und Material für die Güterbeförderung;2016;Oktober;7289;-;62;403;30;566
NST7-16;Geräte und Material für die Güterbeförderung;2016;November;6788;-;16;202;69;395
NST7-16;Geräte und Material für die Güterbeförderung;2016;Dezember;5657;-;23;891;8;432
NST7-16;Geräte und Material für die Güterbeförderung;2017;Januar;5406;-;13;286;12;224
NST7-16;Geräte und Material für die Güterbeförderung;2017;Februar;5096;-;15;310;-;164
NST7-16;Geräte und Material für die Güterbeförderung;2017;März;7064;-;14;318;274;549
NST7-16;Geräte und Material für die Güterbeförderung;2017;April;7051;-;115;356;91;876
NST7-16;Geräte und Material für die Güterbeförderung;2017;Mai;6709;-;4;255;80;755
NST7-16;Geräte und Material für die Güterbeförderung;2017;Juni;6274;-;2;693;2;598
NST7-16;Geräte und Material für die Güterbeförderung;2017;Juli;6952;-;5;321;46;372
NST7-16;Geräte und Material für die Güterbeförderung;2017;August;7286;-;24;297;11;281
NST7-16;Geräte und Material für die Güterbeförderung;2017;September;5510;-;6;310;21;6375
NST7-16;Geräte und Material für die Güterbeförderung;2017;Oktober;6849;-;11;312;-;497
NST7-16;Geräte und Material für die Güterbeförderung;2017;November;6461;-;3;206;8;220
NST7-16;Geräte und Material für die Güterbeförderung;2017;Dezember;4102;-;13;227;-;191
NST7-16;Geräte und Material für die Güterbeförderung;2018;Januar;6113;7;3;284;-;127
NST7-16;Geräte und Material für die Güterbeförderung;2018;Februar;4972;-;4;212;8;25758
NST7-16;Geräte und Material für die Güterbeförderung;2018;März;6381;-;2;179;-;277
NST7-16;Geräte und Material für die Güterbeförderung;2018;April;5610;-;1;209;-;93
NST7-16;Geräte und Material für die Güterbeförderung;2018;Mai;6973;-;2;188;1;131
NST7-16;Geräte und Material für die Güterbeförderung;2018;Juni;4759;-;-;268;-;331
NST7-16;Geräte und Material für die Güterbeförderung;2018;Juli;5757;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2018;August;6651;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2018;September;5916;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2018;Oktober;6505;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2018;November;7526;-;29;208;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2018;Dezember;4636;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;Januar;9251;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;Februar;6699;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;März;12926;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;April;8614;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;Mai;6526;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;Juni;5411;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;Juli;6449;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;August;6922;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;September;6342;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;Oktober;7136;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2019;November;8208;-;-;-;-;1
NST7-16;Geräte und Material für die Güterbeförderung;2019;Dezember;6380;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2020;Januar;7850;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2020;Februar;5960;-;-;-;-;-
NST7-16;Geräte und Material für die Güterbeförderung;2020;März;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;April;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;Mai;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;Juni;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;Juli;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;August;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;September;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;Oktober;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;November;...;...;...;...;...;...
NST7-16;Geräte und Material für die Güterbeförderung;2020;Dezember;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Januar;96;106;1106;5072;512;2386
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Februar;43;66;2450;7071;295;2291
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;März;87;-;438;6994;399;2519
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;April;187;23;993;5945;314;2502
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Mai;50;98;599;9391;478;2650
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Juni;52;302;1048;6147;644;3866
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Juli;137;646;1151;7052;1131;4171
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;August;2586;593;1567;7223;2327;4740
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;September;70;635;1341;6513;555;3499
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Oktober;67;246;1421;8126;669;5221
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;November;96;191;788;7534;478;4143
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2011;Dezember;169;156;685;8227;521;3886
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Januar;54;396;1069;8938;456;4039
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Februar;26;398;915;8536;333;4177
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;März;90;185;1329;10182;370;4434
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;April;204;122;852;8264;335;4370
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Mai;14;60;990;7923;186;4463
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Juni;92;126;478;8439;651;5206
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Juli;166;168;640;8231;1002;10569
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;August;33;122;1132;14194;1005;8930
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;September;39;138;1520;13054;776;7145
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Oktober;155;80;1613;12680;890;7092
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;November;16;72;1871;11384;525;4982
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2012;Dezember;57;106;1662;9572;889;7136
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Januar;173;129;887;8185;394;4796
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Februar;104;66;836;8013;412;5739
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;März;72;108;323;8832;547;5671
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;April;144;120;799;10014;384;4129
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Mai;181;104;566;9610;345;4616
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Juni;211;140;328;10239;587;6006
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Juli;104;48;330;9200;476;6732
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;August;42;59;679;10513;383;4892
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;September;171;60;687;9757;432;6051
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Oktober;226;56;695;9998;347;5292
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;November;179;105;697;8361;279;4072
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2013;Dezember;118;110;911;8691;113;2749
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Januar;180;145;391;5441;327;4812
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Februar;338;151;246;2890;652;8822
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;März;249;55;111;3327;484;8816
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;April;317;74;269;3432;408;9064
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Mai;402;59;388;3293;908;9802
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Juni;401;97;235;3377;1047;10026
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Juli;327;77;1088;3902;629;8246
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;August;322;117;758;4318;1267;9416
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;September;1156;66;454;4491;745;9312
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Oktober;209;77;843;3961;676;8881
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;November;281;47;483;5695;583;4994
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2014;Dezember;381;8;447;3189;832;7000
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Januar;147;30;379;3600;748;7879
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Februar;272;14;596;5233;295;3325
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;März;299;61;410;3525;541;7387
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;April;203;77;336;3289;463;7059
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Mai;716;262;356;2767;929;6391
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Juni;356;89;348;3028;945;7536
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Juli;197;146;453;3779;749;9090
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;August;368;174;752;3135;590;6914
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;September;1467;140;623;3494;764;7543
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Oktober;670;174;419;2830;882;7300
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;November;128;144;473;2977;529;5239
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2015;Dezember;329;53;713;3550;670;6326
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Januar;229;78;132;1029;50;400
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Februar;182;49;323;1025;45;578
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;März;735;40;204;962;26;398
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;April;398;57;123;830;45;366
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Mai;391;103;168;850;34;579
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Juni;569;111;192;998;58;611
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Juli;142;128;126;1443;148;1445
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;August;573;162;488;987;246;1165
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;September;461;134;290;1146;165;1052
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Oktober;594;129;294;1289;149;1353
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;November;515;114;401;1000;130;1056
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2016;Dezember;489;79;290;1343;347;778
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Januar;131;477;295;956;169;533
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Februar;187;70;285;829;83;526
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;März;759;117;328;1044;134;846
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;April;545;38;199;1294;123;804
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Mai;307;51;209;1107;99;1002
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Juni;479;543;93;1082;100;862
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Juli;761;249;213;1438;133;1228
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;August;483;203;155;1436;65;1484
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;September;991;123;110;1335;87;1478
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Oktober;496;90;159;1006;115;1190
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;November;614;61;149;1390;131;868
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2017;Dezember;268;64;204;1137;97;701
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Januar;204;48;194;972;69;744
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Februar;289;17;134;1246;214;629
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;März;1429;100;81;1066;39;685
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;April;893;115;150;1262;164;771
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Mai;1573;69;79;979;48;854
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Juni;1191;32;66;1154;55;974
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Juli;1164;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;August;1274;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;September;1220;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Oktober;802;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;November;798;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2018;Dezember;679;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Januar;-;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Februar;2;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;März;7;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;April;3;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Mai;-;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Juni;6;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Juli;2;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;August;-;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;September;2;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Oktober;6;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;November;0;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2019;Dezember;-;-;437;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Januar;-;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Februar;5;-;-;-;-;-
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;März;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;April;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Mai;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Juni;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Juli;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;August;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;September;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Oktober;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;November;...;...;...;...;...;...
NST7-17;Umzugsgut und sonstige nichtmarktbestimmte Güter;2020;Dezember;...;...;...;...;...;...
NST7-18;Sammelgut;2011;Januar;10;29;96;367;189;978
NST7-18;Sammelgut;2011;Februar;232;583;1792;24486;2328;30167
NST7-18;Sammelgut;2011;März;20;3917;3929;47128;7269;48486
NST7-18;Sammelgut;2011;April;189;1247;3727;35757;6668;43459
NST7-18;Sammelgut;2011;Mai;86;1673;6451;33990;8748;43150
NST7-18;Sammelgut;2011;Juni;18;855;5299;32675;6982;34632
NST7-18;Sammelgut;2011;Juli;64;864;7323;32057;9102;39222
NST7-18;Sammelgut;2011;August;175;1942;5609;27555;7538;39115
NST7-18;Sammelgut;2011;September;1842;1787;3822;23179;4478;32579
NST7-18;Sammelgut;2011;Oktober;370;1423;3082;19974;4028;26262
NST7-18;Sammelgut;2011;November;14;201;2231;16907;2851;22824
NST7-18;Sammelgut;2011;Dezember;7;80;1402;14459;3809;23390
NST7-18;Sammelgut;2012;Januar;3687;554;1646;17251;3833;31202
NST7-18;Sammelgut;2012;Februar;8;408;5000;24587;3725;25932
NST7-18;Sammelgut;2012;März;25;731;4828;26353;3858;22803
NST7-18;Sammelgut;2012;April;97;1543;655;12555;2131;20700
NST7-18;Sammelgut;2012;Mai;315;1333;1006;14855;1839;21607
NST7-18;Sammelgut;2012;Juni;6;1039;1497;15590;3682;21970
NST7-18;Sammelgut;2012;Juli;198;462;1463;19387;2874;24842
NST7-18;Sammelgut;2012;August;3;414;2345;27258;10979;51178
NST7-18;Sammelgut;2012;September;21;547;2436;24553;6202;48958
NST7-18;Sammelgut;2012;Oktober;51;376;5705;35010;5898;42515
