GENESIS-Tabelle: 43311-0002
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatserhebung über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2005;Dezember;Sonstige hergestellte Gase;25205;23587;72776;389088
2005;Dezember;Wasserstoff;-;-;-;-
2005;Dezember;Laufwasser;976501;964204;-;-
2005;Dezember;Speicherwasser;34906;34201;-;-
2005;Dezember;Pumpspeicherwasser;719621;707835;-;-
2005;Dezember;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2005;Dezember;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2005;Dezember;Windkraft;35506;34964;-;-
2005;Dezember;Photovoltaik;890;874;-;-
2005;Dezember;Geothermie;-;-;4061;-
2005;Dezember;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2005;Dezember;Solarthermie;-;-;-;-
2005;Dezember;Feste biogene Stoffe;288672;280901;134737;2200081
2005;Dezember;Flüssige biogene Stoffe;3608;3395;2810;32227
2005;Dezember;Biogas;1718;1602;2538;24303
2005;Dezember;Biomethan (Bioerdgas);-;-;-;-
2005;Dezember;Klärgas;1937;1861;2091;21710
2005;Dezember;Deponiegas;16659;16231;12052;140339
2005;Dezember;Sonstige erneuerbare Energien;38065;35282;3546;362360
2005;Dezember;Klärschlamm;17592;16071;1307;243690
2005;Dezember;Abfall (Hausmüll, Industrie);579823;437800;1014465;12610465
2005;Dezember;Abfall (Industrie);-;-;-;-
2005;Dezember;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2005;Dezember;Kernenergie;14778246;14020211;-;-
2005;Dezember;Wärme;-;-;-;-
2005;Dezember;Strom (Elektrokessel);-;-;-;-
2005;Dezember;Sonstige Energieträger;52402;48815;85570;642603
2005;Dezember;Andere Speicher;-;-;-;-
2005;Dezember;Insgesamt;50072784;46830465;14175708;338455780
2006;Januar;Steinkohlen;13409214;12380691;5384041;129723746
2006;Januar;Steinkohlenkoks;-;-;-;-
2006;Januar;Steinkohlenbriketts;-;-;-;-
2006;Januar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;Januar;Sonstige Steinkohlen;-;-;-;-
2006;Januar;Rohbraunkohlen;13767230;12686956;1316958;135134329
2006;Januar;Hartbraunkohlen;11467;9817;31346;182289
2006;Januar;Braunkohlenbriketts;4567;3857;17394;119812
2006;Januar;Braunkohlenkoks;132;98;30;3297
2006;Januar;Wirbelschichtkohle;33642;27934;45549;519011
2006;Januar;Staub- und Trockenkohle;40096;34988;124309;702159
2006;Januar;Sonstige Braunkohlen;16879;15976;2265;151598
2006;Januar;Dieselkraftstoff;2014;1953;-;19939
2006;Januar;Heizöl, leicht;97135;89800;198912;1664816
2006;Januar;Heizöl, schwer;41892;38642;22494;454206
2006;Januar;Flüssiggas;-;-;-;-
2006;Januar;Raffineriegas;-;-;-;-
2006;Januar;Petrolkoks;177970;164602;28892;1636547
2006;Januar;Sonstige Mineralölprodukte;160299;147303;6338;1441686
2006;Januar;Erdgas, Erdölgas;7128414;6897746;8291715;73137599
2006;Januar;Grubengas;35461;33366;9732;352746
2006;Januar;Kokereigas;185;173;-;1970
2006;Januar;Hochofengas;160037;150850;4070;1580275
2006;Januar;Sonstige hergestellte Gase;22531;20740;60192;357439
2006;Januar;Wasserstoff;-;-;-;-
2006;Januar;Laufwasser;1021858;1010591;-;-
2006;Januar;Speicherwasser;30989;30170;-;-
2006;Januar;Pumpspeicherwasser;691993;680181;-;-
2006;Januar;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;Januar;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;Januar;Windkraft;24721;24653;-;-
2006;Januar;Photovoltaik;674;663;-;-
2006;Januar;Geothermie;-;-;4694;-
2006;Januar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;Januar;Solarthermie;-;-;-;-
2006;Januar;Feste biogene Stoffe;165603;152279;157390;2725892
2006;Januar;Flüssige biogene Stoffe;3598;3387;2740;31850
2006;Januar;Biogas;522;473;1174;7530
2006;Januar;Biomethan (Bioerdgas);-;-;-;-
2006;Januar;Klärgas;2019;1962;2302;31429
2006;Januar;Deponiegas;17128;16531;12762;170658
2006;Januar;Sonstige erneuerbare Energien;29598;27402;27;273850
2006;Januar;Klärschlamm;15650;14292;1623;215615
2006;Januar;Abfall (Hausmüll, Industrie);570601;424264;1094267;11826440
2006;Januar;Abfall (Industrie);-;-;-;-
2006;Januar;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;Januar;Kernenergie;16030329;15221962;-;-
2006;Januar;Wärme;-;-;-;-
2006;Januar;Strom (Elektrokessel);-;-;-;-
2006;Januar;Sonstige Energieträger;53257;50608;98974;870989
2006;Januar;Andere Speicher;-;-;-;-
2006;Januar;Insgesamt;53767703;50364909;16920189;363337719
2006;Februar;Steinkohlen;12150639;11203833;4443746;118395411
2006;Februar;Steinkohlenkoks;-;-;-;-
2006;Februar;Steinkohlenbriketts;-;-;-;-
2006;Februar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;Februar;Sonstige Steinkohlen;-;-;-;-
2006;Februar;Rohbraunkohlen;12289844;11305459;1125732;120919432
2006;Februar;Hartbraunkohlen;14483;12404;41198;232428
2006;Februar;Braunkohlenbriketts;4203;3579;16802;109649
2006;Februar;Braunkohlenkoks;252;174;74;6614
2006;Februar;Wirbelschichtkohle;31550;23598;41427;464143
2006;Februar;Staub- und Trockenkohle;32415;28333;121569;679359
2006;Februar;Sonstige Braunkohlen;15338;14462;1899;136382
2006;Februar;Dieselkraftstoff;1566;1525;-;16830
2006;Februar;Heizöl, leicht;66276;60041;92469;963450
2006;Februar;Heizöl, schwer;32735;30137;7896;328671
2006;Februar;Flüssiggas;-;-;-;-
2006;Februar;Raffineriegas;-;-;-;-
2006;Februar;Petrolkoks;153113;142228;17927;1475571
2006;Februar;Sonstige Mineralölprodukte;134169;123143;5234;1200519
2006;Februar;Erdgas, Erdölgas;6320227;6121409;7090627;63560896
2006;Februar;Grubengas;36248;34192;7658;353722
2006;Februar;Kokereigas;1795;1693;-;17631
2006;Februar;Hochofengas;211949;198589;4802;2051371
2006;Februar;Sonstige hergestellte Gase;20362;18913;50160;333042
2006;Februar;Wasserstoff;-;-;-;-
2006;Februar;Laufwasser;928369;914204;-;-
2006;Februar;Speicherwasser;30282;29075;-;-
2006;Februar;Pumpspeicherwasser;615657;605900;-;-
2006;Februar;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;Februar;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;Februar;Windkraft;25403;25324;-;-
2006;Februar;Photovoltaik;207;198;-;-
2006;Februar;Geothermie;-;-;4694;-
2006;Februar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;Februar;Solarthermie;-;-;-;-
2006;Februar;Feste biogene Stoffe;135450;126289;152651;2150065
2006;Februar;Flüssige biogene Stoffe;3420;3233;2692;30727
2006;Februar;Biogas;572;519;1115;7396
2006;Februar;Biomethan (Bioerdgas);-;-;-;-
2006;Februar;Klärgas;1771;1724;2185;31252
2006;Februar;Deponiegas;15405;14926;10241;168064
2006;Februar;Sonstige erneuerbare Energien;33912;31455;-;306916
2006;Februar;Klärschlamm;24652;22630;1512;216954
2006;Februar;Abfall (Hausmüll, Industrie);498288;369560;921842;10745459
2006;Februar;Abfall (Industrie);-;-;-;-
2006;Februar;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;Februar;Kernenergie;14449712;13717173;-;-
2006;Februar;Wärme;-;-;-;-
2006;Februar;Strom (Elektrokessel);-;-;-;-
2006;Februar;Sonstige Energieträger;53586;50541;94984;689566
2006;Februar;Andere Speicher;-;-;-;-
2006;Februar;Insgesamt;48333850;45236463;14261136;325591519
2006;März;Steinkohlen;12439677;11485095;4353612;120975404
2006;März;Steinkohlenkoks;-;-;-;-
2006;März;Steinkohlenbriketts;-;-;-;-
2006;März;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;März;Sonstige Steinkohlen;-;-;-;-
2006;März;Rohbraunkohlen;13623822;12554688;1066489;131747227
2006;März;Hartbraunkohlen;14477;12276;40211;224185
2006;März;Braunkohlenbriketts;4400;3795;17777;114383
2006;März;Braunkohlenkoks;394;281;89;9918
2006;März;Wirbelschichtkohle;16549;11371;23135;219413
2006;März;Staub- und Trockenkohle;33458;28926;123713;771032
2006;März;Sonstige Braunkohlen;15060;14195;1766;133629
2006;März;Dieselkraftstoff;565;508;-;6151
2006;März;Heizöl, leicht;63912;58529;80718;858504
2006;März;Heizöl, schwer;49004;45513;12475;481504
2006;März;Flüssiggas;-;-;-;-
2006;März;Raffineriegas;-;-;-;-
2006;März;Petrolkoks;170073;158476;16452;1551980
2006;März;Sonstige Mineralölprodukte;117992;108167;5169;1064605
2006;März;Erdgas, Erdölgas;5956130;5770903;6648403;60080160
2006;März;Grubengas;44127;40924;8638;428937
2006;März;Kokereigas;2582;2377;-;25060
2006;März;Hochofengas;246721;232362;3144;2380722
2006;März;Sonstige hergestellte Gase;24798;23368;68585;416916
2006;März;Wasserstoff;-;-;-;-
2006;März;Laufwasser;1369778;1341662;-;-
2006;März;Speicherwasser;45827;45012;-;-
2006;März;Pumpspeicherwasser;619793;608725;-;-
2006;März;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;März;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;März;Windkraft;30653;30544;-;-
2006;März;Photovoltaik;298;289;-;-
2006;März;Geothermie;-;-;4423;-
2006;März;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;März;Solarthermie;-;-;-;-
2006;März;Feste biogene Stoffe;135109;125239;159115;2320074
2006;März;Flüssige biogene Stoffe;530;498;245;4674
2006;März;Biogas;666;606;1177;8416
2006;März;Biomethan (Bioerdgas);-;-;-;-
2006;März;Klärgas;2103;2040;2302;33187
2006;März;Deponiegas;17109;16532;10325;170669
2006;März;Sonstige erneuerbare Energien;37264;34546;-;328741
2006;März;Klärschlamm;15753;14386;1663;242466
2006;März;Abfall (Hausmüll, Industrie);550089;406832;987197;11627968
2006;März;Abfall (Industrie);-;-;-;-
2006;März;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;März;Kernenergie;15355605;14580747;-;-
2006;März;Wärme;-;-;-;-
2006;März;Strom (Elektrokessel);-;-;-;-
2006;März;Sonstige Energieträger;57582;53933;110972;728909
2006;März;Andere Speicher;-;-;-;-
2006;März;Insgesamt;51061900;47813344;13747796;336954834
2006;April;Steinkohlen;8859026;8166627;2996146;86919250
2006;April;Steinkohlenkoks;-;-;-;-
2006;April;Steinkohlenbriketts;-;-;-;-
2006;April;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;April;Sonstige Steinkohlen;-;-;-;-
2006;April;Rohbraunkohlen;11748507;10781487;838678;116610634
2006;April;Hartbraunkohlen;4810;3661;18740;99792
2006;April;Braunkohlenbriketts;4782;4193;16420;112787
2006;April;Braunkohlenkoks;111;80;17;2710
2006;April;Wirbelschichtkohle;32193;26455;35165;465760
2006;April;Staub- und Trockenkohle;36539;30747;85451;717898
2006;April;Sonstige Braunkohlen;13116;12376;1628;116651
2006;April;Dieselkraftstoff;290;264;-;2708
2006;April;Heizöl, leicht;48282;42363;29527;560980
2006;April;Heizöl, schwer;52354;48603;4163;484852
2006;April;Flüssiggas;-;-;-;-
2006;April;Raffineriegas;-;-;-;-
2006;April;Petrolkoks;160650;149664;10673;1442147
2006;April;Sonstige Mineralölprodukte;51390;47146;2318;469803
2006;April;Erdgas, Erdölgas;4365205;4230607;4948828;43682772
2006;April;Grubengas;40737;38164;8783;395332
2006;April;Kokereigas;2071;1930;-;20169
2006;April;Hochofengas;239814;225375;1462;2536840
2006;April;Sonstige hergestellte Gase;23355;21701;50169;382507
2006;April;Wasserstoff;-;-;-;-
2006;April;Laufwasser;1586451;1543004;-;-
2006;April;Speicherwasser;63863;63065;-;-
2006;April;Pumpspeicherwasser;593799;583636;-;-
2006;April;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;April;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;April;Windkraft;25869;25790;-;-
2006;April;Photovoltaik;382;374;-;-
2006;April;Geothermie;-;-;2236;-
2006;April;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;April;Solarthermie;-;-;-;-
2006;April;Feste biogene Stoffe;151333;139353;110175;2369313
2006;April;Flüssige biogene Stoffe;291;276;41;2553
2006;April;Biogas;436;373;966;6136
2006;April;Biomethan (Bioerdgas);-;-;-;-
2006;April;Klärgas;2185;2117;2607;32836
2006;April;Deponiegas;16320;15783;7430;161874
2006;April;Sonstige erneuerbare Energien;28755;26216;-;239687
2006;April;Klärschlamm;14826;13396;937;112919
2006;April;Abfall (Hausmüll, Industrie);577506;436210;833454;11416033
2006;April;Abfall (Industrie);-;-;-;-
2006;April;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;April;Kernenergie;14190442;13472736;-;-
2006;April;Wärme;-;-;-;-
2006;April;Strom (Elektrokessel);-;-;-;-
2006;April;Sonstige Energieträger;47077;44725;81081;589750
2006;April;Andere Speicher;-;-;-;-
2006;April;Insgesamt;42982766;40198495;10087095;269954692
2006;Mai;Steinkohlen;8447220;7780579;1750514;81186722
2006;Mai;Steinkohlenkoks;-;-;-;-
2006;Mai;Steinkohlenbriketts;-;-;-;-
2006;Mai;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;Mai;Sonstige Steinkohlen;-;-;-;-
2006;Mai;Rohbraunkohlen;11949710;10968255;579768;117600280
2006;Mai;Hartbraunkohlen;94;66;891;5604
2006;Mai;Braunkohlenbriketts;5729;5017;21269;143879
2006;Mai;Braunkohlenkoks;453;310;45;13205
2006;Mai;Wirbelschichtkohle;36150;30162;14714;446162
2006;Mai;Staub- und Trockenkohle;23204;18899;43386;522365
2006;Mai;Sonstige Braunkohlen;13677;12862;1326;121405
2006;Mai;Dieselkraftstoff;221;179;-;2740
2006;Mai;Heizöl, leicht;47795;42820;34633;570135
2006;Mai;Heizöl, schwer;51760;46358;2917;470804
2006;Mai;Flüssiggas;-;-;-;-
2006;Mai;Raffineriegas;-;-;-;-
2006;Mai;Petrolkoks;134735;124886;5475;1249419
2006;Mai;Sonstige Mineralölprodukte;19770;18134;1171;192466
2006;Mai;Erdgas, Erdölgas;3512179;3395737;3337952;34104485
2006;Mai;Grubengas;44171;40833;9396;424043
2006;Mai;Kokereigas;2666;2444;-;25677
2006;Mai;Hochofengas;223679;209321;4349;2172064
2006;Mai;Sonstige hergestellte Gase;25549;23608;54577;398480
2006;Mai;Wasserstoff;-;-;-;-
2006;Mai;Laufwasser;1724102;1707363;-;-
2006;Mai;Speicherwasser;77706;76610;-;-
2006;Mai;Pumpspeicherwasser;589431;580253;-;-
2006;Mai;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;Mai;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;Mai;Windkraft;34915;34825;-;-
2006;Mai;Photovoltaik;381;380;-;-
2006;Mai;Geothermie;-;-;1603;-
2006;Mai;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;Mai;Solarthermie;-;-;-;-
2006;Mai;Feste biogene Stoffe;134543;124132;68565;2052364
2006;Mai;Flüssige biogene Stoffe;1229;1163;478;10143
2006;Mai;Biogas;500;422;1112;6985
2006;Mai;Biomethan (Bioerdgas);-;-;-;-
2006;Mai;Klärgas;2390;2323;2425;34670
2006;Mai;Deponiegas;16922;16248;11660;166509
2006;Mai;Sonstige erneuerbare Energien;30049;27586;-;261473
2006;Mai;Klärschlamm;13890;12511;881;105469
2006;Mai;Abfall (Hausmüll, Industrie);613112;468460;692353;11667772
2006;Mai;Abfall (Industrie);-;-;-;-
2006;Mai;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;Mai;Kernenergie;12342919;11705853;-;0
2006;Mai;Wärme;-;-;-;-
2006;Mai;Strom (Elektrokessel);-;-;-;-
2006;Mai;Sonstige Energieträger;49820;47164;75507;646281
2006;Mai;Andere Speicher;-;-;-;-
2006;Mai;Insgesamt;40170670;37525764;6716969;254577246
2006;Juni;Steinkohlen;9217126;8487851;1526558;88013290
2006;Juni;Steinkohlenkoks;-;-;-;-
2006;Juni;Steinkohlenbriketts;-;-;-;-
2006;Juni;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;Juni;Sonstige Steinkohlen;-;-;-;-
2006;Juni;Rohbraunkohlen;11331549;10386106;499902;109765033
2006;Juni;Hartbraunkohlen;-;-;-;-
2006;Juni;Braunkohlenbriketts;3785;3261;19053;103578
2006;Juni;Braunkohlenkoks;122;92;8;2675
2006;Juni;Wirbelschichtkohle;34156;28741;10704;429540
2006;Juni;Staub- und Trockenkohle;14169;10860;19601;385718
2006;Juni;Sonstige Braunkohlen;13467;12659;1311;119423
2006;Juni;Dieselkraftstoff;329;296;-;3604
2006;Juni;Heizöl, leicht;42245;37736;29148;511505
2006;Juni;Heizöl, schwer;54052;49843;3961;504142
2006;Juni;Flüssiggas;-;-;-;-
2006;Juni;Raffineriegas;-;-;-;-
2006;Juni;Petrolkoks;154278;142540;3883;1400969
2006;Juni;Sonstige Mineralölprodukte;70970;64925;1297;658594
2006;Juni;Erdgas, Erdölgas;3318827;3203232;2719875;32100223
2006;Juni;Grubengas;41433;38171;8421;398744
2006;Juni;Kokereigas;1424;1302;-;13715
2006;Juni;Hochofengas;230391;215891;4543;2218566
2006;Juni;Sonstige hergestellte Gase;20408;19166;42873;381682
2006;Juni;Wasserstoff;-;-;-;-
2006;Juni;Laufwasser;1535318;1509801;-;-
2006;Juni;Speicherwasser;76196;75456;-;-
2006;Juni;Pumpspeicherwasser;492490;481935;-;-
2006;Juni;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;Juni;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;Juni;Windkraft;15347;15297;-;-
2006;Juni;Photovoltaik;502;502;-;-
2006;Juni;Geothermie;-;-;1318;-
2006;Juni;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;Juni;Solarthermie;-;-;-;-
2006;Juni;Feste biogene Stoffe;151256;140820;78184;2304906
2006;Juni;Flüssige biogene Stoffe;3741;3497;1127;31957
2006;Juni;Biogas;618;541;1025;7934
2006;Juni;Biomethan (Bioerdgas);-;-;-;-
2006;Juni;Klärgas;2181;2112;2140;28358
2006;Juni;Deponiegas;16814;16109;11473;166593
2006;Juni;Sonstige erneuerbare Energien;29905;27577;-;272346
2006;Juni;Klärschlamm;16782;15195;890;111485
2006;Juni;Abfall (Hausmüll, Industrie);595747;452930;535971;10883567
2006;Juni;Abfall (Industrie);-;-;-;-
2006;Juni;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;Juni;Kernenergie;13333358;12657041;-;-
2006;Juni;Wärme;-;-;-;-
2006;Juni;Strom (Elektrokessel);-;-;-;-
2006;Juni;Sonstige Energieträger;40325;37768;71752;555221
2006;Juni;Andere Speicher;-;-;-;-
2006;Juni;Insgesamt;40859312;38139255;5595019;251373368
2006;Juli;Steinkohlen;10393823;9581379;1217279;99159498
2006;Juli;Steinkohlenkoks;-;-;-;-
2006;Juli;Steinkohlenbriketts;-;-;-;-
2006;Juli;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;Juli;Sonstige Steinkohlen;-;-;-;-
2006;Juli;Rohbraunkohlen;10951583;10038768;333684;107328593
2006;Juli;Hartbraunkohlen;-;-;-;-
2006;Juli;Braunkohlenbriketts;4382;3849;21091;116884
2006;Juli;Braunkohlenkoks;120;89;6;2675
2006;Juli;Wirbelschichtkohle;28481;23080;16323;324268
2006;Juli;Staub- und Trockenkohle;15548;12024;22966;365628
2006;Juli;Sonstige Braunkohlen;5685;5341;705;52119
2006;Juli;Dieselkraftstoff;1553;1491;7;15646
2006;Juli;Heizöl, leicht;65869;61130;29730;824383
2006;Juli;Heizöl, schwer;54880;50943;2289;484293
2006;Juli;Flüssiggas;-;-;-;-
2006;Juli;Raffineriegas;-;-;-;-
2006;Juli;Petrolkoks;120708;111513;2224;1107075
2006;Juli;Sonstige Mineralölprodukte;124437;113764;1918;1144185
2006;Juli;Erdgas, Erdölgas;3983153;3827683;2469523;38322937
2006;Juli;Grubengas;43911;40613;8660;420865
2006;Juli;Kokereigas;734;675;-;6984
2006;Juli;Hochofengas;243580;226182;3045;2359617
2006;Juli;Sonstige hergestellte Gase;20897;19908;47294;340077
2006;Juli;Wasserstoff;-;-;-;-
2006;Juli;Laufwasser;1359779;1340282;-;-
2006;Juli;Speicherwasser;53516;52879;-;-
2006;Juli;Pumpspeicherwasser;523440;514893;-;-
2006;Juli;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;Juli;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;Juli;Windkraft;13489;13449;-;-
2006;Juli;Photovoltaik;566;566;-;-
2006;Juli;Geothermie;-;-;764;-
2006;Juli;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;Juli;Solarthermie;-;-;-;-
2006;Juli;Feste biogene Stoffe;158008;145993;95702;2361582
2006;Juli;Flüssige biogene Stoffe;3142;2891;928;27650
2006;Juli;Biogas;630;544;948;12086
2006;Juli;Biomethan (Bioerdgas);-;-;-;-
2006;Juli;Klärgas;1988;1928;2010;24614
2006;Juli;Deponiegas;15854;15094;11211;176721
2006;Juli;Sonstige erneuerbare Energien;35901;33077;-;332415
2006;Juli;Klärschlamm;21657;19612;713;138425
2006;Juli;Abfall (Hausmüll, Industrie);647329;498924;538668;11581560
2006;Juli;Abfall (Industrie);-;-;-;-
2006;Juli;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;Juli;Kernenergie;13429227;12662779;-;-
2006;Juli;Wärme;-;-;-;-
2006;Juli;Strom (Elektrokessel);-;-;-;-
2006;Juli;Sonstige Energieträger;54575;51543;71953;707464
2006;Juli;Andere Speicher;-;-;-;-
2006;Juli;Insgesamt;42378443;39472886;4899641;267738244
2006;August;Steinkohlen;9021137;8315228;1229386;87173434
2006;August;Steinkohlenkoks;-;-;-;-
2006;August;Steinkohlenbriketts;-;-;-;-
2006;August;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2006;August;Sonstige Steinkohlen;-;-;-;-
2006;August;Rohbraunkohlen;11141245;10226365;449294;107334425
2006;August;Hartbraunkohlen;-;-;-;-
2006;August;Braunkohlenbriketts;2906;2433;12741;70585
2006;August;Braunkohlenkoks;227;172;22;5425
2006;August;Wirbelschichtkohle;29654;25008;3262;351905
2006;August;Staub- und Trockenkohle;9294;7874;10211;157817
2006;August;Sonstige Braunkohlen;8579;8071;679;79294
2006;August;Dieselkraftstoff;171;168;-;1661
2006;August;Heizöl, leicht;38244;34916;16943;497030
2006;August;Heizöl, schwer;67622;62317;5472;751969
2006;August;Flüssiggas;-;-;-;-
2006;August;Raffineriegas;-;-;-;-
2006;August;Petrolkoks;73765;68632;3416;713497
2006;August;Sonstige Mineralölprodukte;15613;14393;463;151323
2006;August;Erdgas, Erdölgas;3455942;3336836;2852741;33492044
2006;August;Grubengas;41568;38554;10531;400026
2006;August;Kokereigas;1501;1375;-;14633
2006;August;Hochofengas;233001;218649;3152;2246973
2006;August;Sonstige hergestellte Gase;22397;21066;49401;352707
2006;August;Wasserstoff;-;-;-;-
2006;August;Laufwasser;1457482;1424450;-;-
2006;August;Speicherwasser;62060;61283;-;-
2006;August;Pumpspeicherwasser;633310;624684;-;-
2006;August;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2006;August;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2006;August;Windkraft;21655;21590;-;-
2006;August;Photovoltaik;420;419;-;-
2006;August;Geothermie;-;-;1208;-
2006;August;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2006;August;Solarthermie;-;-;-;-
2006;August;Feste biogene Stoffe;167315;155594;123321;2548636
2006;August;Flüssige biogene Stoffe;2936;2759;797;25309
2006;August;Biogas;1634;1504;2220;22467
2006;August;Biomethan (Bioerdgas);-;-;-;-
2006;August;Klärgas;1916;1865;2075;29365
2006;August;Deponiegas;14778;14084;7988;152877
2006;August;Sonstige erneuerbare Energien;43008;39617;-;387796
2006;August;Klärschlamm;18758;17111;648;135883
2006;August;Abfall (Hausmüll, Industrie);654601;501446;566014;12077631
2006;August;Abfall (Industrie);-;-;-;-
2006;August;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2006;August;Kernenergie;13123792;12408947;-;-
2006;August;Wärme;-;-;-;-
