GENESIS-Tabelle: 43311-0002
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatserhebung über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2015;August;Pumpspeicher ohne natürlichen Zufluss;460846;450579;-;-
2015;August;Windkraft;-;-;-;-
2015;August;Photovoltaik;-;-;-;-
2015;August;Geothermie;6905;4292;.;-
2015;August;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2015;August;Solarthermie;-;-;-;-
2015;August;Feste biogene Stoffe;405333;362707;296216;6244271
2015;August;Flüssige biogene Stoffe;.;.;.;.
2015;August;Biogas;104732;101051;92028;1007823
2015;August;Biomethan (Bioerdgas);-;-;-;-
2015;August;Klärgas;3422;3236;4835;43388
2015;August;Deponiegas;6633;6411;.;67368
2015;August;Sonstige erneuerbare Energien;-;-;-;149056
2015;August;Klärschlamm;14365;13034;1801;145925
2015;August;Abfall (Hausmüll, Industrie);-;-;-;-
2015;August;Abfall (Industrie);81840;62416;131770;1835890
2015;August;Abfall (Hausmüll, Siedlungsabfälle);976517;778715;944878;17590729
2015;August;Kernenergie;7463952;7054958;-;-
2015;August;Wärme;42077;38998;109488;881184
2015;August;Strom (Elektrokessel);-;-;-;-
2015;August;Sonstige Energieträger;3226;3141;.;.
2015;August;Andere Speicher;-;-;-;-
2015;August;Insgesamt;33611853;31198733;4901131;246272001
2015;September;Steinkohlen;10221253;9347750;1366529;93830540
2015;September;Steinkohlenkoks;-;-;-;-
2015;September;Steinkohlenbriketts;-;-;-;-
2015;September;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2015;September;Sonstige Steinkohlen;-;-;-;-
2015;September;Rohbraunkohlen;13547847;12614857;605122;126434066
2015;September;Hartbraunkohlen;-;-;-;-
2015;September;Braunkohlenbriketts;.;.;.;107071
2015;September;Braunkohlenkoks;.;.;.;.
2015;September;Wirbelschichtkohle;.;.;.;.
2015;September;Staub- und Trockenkohle;21238;19333;28188;278225
2015;September;Sonstige Braunkohlen;-;-;-;-
2015;September;Dieselkraftstoff;.;.;-;.
2015;September;Heizöl, leicht;32603;29684;10505;414312
2015;September;Heizöl, schwer;33147;30419;.;334501
2015;September;Flüssiggas;.;.;-;.
2015;September;Raffineriegas;-;-;-;-
2015;September;Petrolkoks;.;.;-;.
2015;September;Sonstige Mineralölprodukte;4611;4251;.;40733
2015;September;Erdgas, Erdölgas;1630734;1557186;2304637;18523766
2015;September;Grubengas;.;.;.;.
2015;September;Kokereigas;.;.;-;.
2015;September;Hochofengas;.;.;.;.
2015;September;Sonstige hergestellte Gase;-;-;-;-
2015;September;Wasserstoff;-;-;-;-
2015;September;Laufwasser;965732;940435;-;-
2015;September;Speicherwasser;35156;34774;-;-
2015;September;Pumpspeicherwasser;-;-;-;-
2015;September;Pumpspeicher mit natürlichem Zufluss;13197;.;-;-
2015;September;Pumpspeicher ohne natürlichen Zufluss;435630;427251;-;-
2015;September;Windkraft;-;-;-;-
2015;September;Photovoltaik;-;-;-;-
2015;September;Geothermie;9548;6694;.;-
2015;September;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2015;September;Solarthermie;-;-;-;-
2015;September;Feste biogene Stoffe;375146;337640;353643;5747366
2015;September;Flüssige biogene Stoffe;.;.;.;.
2015;September;Biogas;122064;118159;113861;1168461
2015;September;Biomethan (Bioerdgas);-;-;-;-
2015;September;Klärgas;3474;3272;4868;41970
2015;September;Deponiegas;6811;6595;4027;70305
2015;September;Sonstige erneuerbare Energien;-;-;-;165107
2015;September;Klärschlamm;14767;13465;1521;142579
2015;September;Abfall (Hausmüll, Industrie);-;-;-;-
2015;September;Abfall (Industrie);94885;74841;146493;1901114
2015;September;Abfall (Hausmüll, Siedlungsabfälle);856526;668167;944365;15598859
2015;September;Kernenergie;7692707;7277739;-;-
2015;September;Wärme;45090;42883;109589;918206
2015;September;Strom (Elektrokessel);-;-;-;-
2015;September;Sonstige Energieträger;.;.;.;.
2015;September;Andere Speicher;-;-;-;-
2015;September;Insgesamt;36219464;33621585;6038728;266152651
2015;Oktober;Steinkohlen;12897822;11862876;2564953;116222799
2015;Oktober;Steinkohlenkoks;-;-;-;-
2015;Oktober;Steinkohlenbriketts;-;-;-;-
2015;Oktober;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2015;Oktober;Sonstige Steinkohlen;-;-;-;-
2015;Oktober;Rohbraunkohlen;14337438;13348683;863740;134166289
2015;Oktober;Hartbraunkohlen;-;-;-;-
2015;Oktober;Braunkohlenbriketts;.;.;.;.
2015;Oktober;Braunkohlenkoks;.;.;.;.
2015;Oktober;Wirbelschichtkohle;.;.;.;.
2015;Oktober;Staub- und Trockenkohle;29347;26890;50636;420311
2015;Oktober;Sonstige Braunkohlen;-;-;-;-
2015;Oktober;Dieselkraftstoff;.;.;-;.
2015;Oktober;Heizöl, leicht;40101;36307;16868;519710
2015;Oktober;Heizöl, schwer;34653;31752;.;366632
2015;Oktober;Flüssiggas;.;.;-;.
2015;Oktober;Raffineriegas;-;-;-;-
2015;Oktober;Petrolkoks;.;.;.;.
2015;Oktober;Sonstige Mineralölprodukte;3327;3109;.;31152
2015;Oktober;Erdgas, Erdölgas;3490022;3379237;3545856;33804835
2015;Oktober;Grubengas;.;.;.;.
2015;Oktober;Kokereigas;.;.;-;.
2015;Oktober;Hochofengas;.;.;.;.
2015;Oktober;Sonstige hergestellte Gase;-;-;-;-
2015;Oktober;Wasserstoff;-;-;-;-
2015;Oktober;Laufwasser;925811;911334;-;-
2015;Oktober;Speicherwasser;33350;32944;-;-
2015;Oktober;Pumpspeicherwasser;-;-;-;-
2015;Oktober;Pumpspeicher mit natürlichem Zufluss;14478;13293;-;-
2015;Oktober;Pumpspeicher ohne natürlichen Zufluss;518560;507658;-;-
2015;Oktober;Windkraft;-;-;-;-
2015;Oktober;Photovoltaik;-;-;-;-
2015;Oktober;Geothermie;16509;11800;.;-
2015;Oktober;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2015;Oktober;Solarthermie;-;-;-;-
2015;Oktober;Feste biogene Stoffe;391457;349304;438982;6247433
2015;Oktober;Flüssige biogene Stoffe;.;.;.;.
2015;Oktober;Biogas;150251;145372;150846;1452885
2015;Oktober;Biomethan (Bioerdgas);-;-;-;-
2015;Oktober;Klärgas;3302;3133;5203;43088
2015;Oktober;Deponiegas;6773;6562;4361;67636
2015;Oktober;Sonstige erneuerbare Energien;-;-;-;500687
2015;Oktober;Klärschlamm;16007;14647;1425;149655
2015;Oktober;Abfall (Hausmüll, Industrie);-;-;-;-
2015;Oktober;Abfall (Industrie);91572;71341;161917;1864718
2015;Oktober;Abfall (Hausmüll, Siedlungsabfälle);969575;774165;1278540;17498128
2015;Oktober;Kernenergie;7054362;6703621;-;-
2015;Oktober;Wärme;56776;53772;161322;1080614
2015;Oktober;Strom (Elektrokessel);-;-;-;-
2015;Oktober;Sonstige Energieträger;1678;1614;.;.
2015;Oktober;Andere Speicher;-;-;-;-
2015;Oktober;Insgesamt;41200594;38395765;9379474;315728660
2015;November;Steinkohlen;9593984;8774324;2925888;92653782
2015;November;Steinkohlenkoks;-;-;-;-
2015;November;Steinkohlenbriketts;-;-;-;-
2015;November;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2015;November;Sonstige Steinkohlen;-;-;-;-
2015;November;Rohbraunkohlen;12298516;11413885;965554;115911622
2015;November;Hartbraunkohlen;.;.;.;.
2015;November;Braunkohlenbriketts;17178;15414;.;186984
2015;November;Braunkohlenkoks;.;.;.;.
2015;November;Wirbelschichtkohle;.;.;.;.
2015;November;Staub- und Trockenkohle;29923;27363;51057;427610
2015;November;Sonstige Braunkohlen;-;-;-;-
2015;November;Dieselkraftstoff;63;63;-;627
2015;November;Heizöl, leicht;65091;59627;41372;864290
2015;November;Heizöl, schwer;36504;33667;9305;360158
2015;November;Flüssiggas;.;.;-;.
2015;November;Raffineriegas;-;-;-;-
2015;November;Petrolkoks;.;.;.;.
2015;November;Sonstige Mineralölprodukte;9042;8385;.;89370
2015;November;Erdgas, Erdölgas;3659365;3544703;3851532;35915288
2015;November;Grubengas;.;.;.;.
2015;November;Kokereigas;.;.;-;.
2015;November;Hochofengas;.;.;.;.
2015;November;Sonstige hergestellte Gase;.;.;-;.
2015;November;Wasserstoff;-;-;-;-
2015;November;Laufwasser;870965;863117;-;-
2015;November;Speicherwasser;30389;30008;-;-
2015;November;Pumpspeicherwasser;-;-;-;-
2015;November;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2015;November;Pumpspeicher ohne natürlichen Zufluss;507133;497414;-;-
2015;November;Windkraft;-;-;-;-
2015;November;Photovoltaik;-;-;-;-
2015;November;Geothermie;13214;8738;.;-
2015;November;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2015;November;Solarthermie;-;-;-;-
2015;November;Feste biogene Stoffe;408548;368019;482506;6592899
2015;November;Flüssige biogene Stoffe;947;890;1604;12649
2015;November;Biogas;154115;149554;162028;1505470
2015;November;Biomethan (Bioerdgas);-;-;-;-
2015;November;Klärgas;3523;3356;5136;44762
2015;November;Deponiegas;6471;6323;4555;64829
2015;November;Sonstige erneuerbare Energien;-;-;-;267668
2015;November;Klärschlamm;12268;11089;2345;124704
2015;November;Abfall (Hausmüll, Industrie);-;-;-;-
2015;November;Abfall (Industrie);80562;63469;152444;1800188
2015;November;Abfall (Hausmüll, Siedlungsabfälle);939976;740340;1352779;17418781
2015;November;Kernenergie;7877167;7449484;-;-
2015;November;Wärme;49086;46540;168580;1028796
2015;November;Strom (Elektrokessel);-;-;-;-
2015;November;Sonstige Energieträger;1665;1608;.;.
2015;November;Andere Speicher;-;-;-;-
2015;November;Insgesamt;36798569;34237942;10324558;276487371
2015;Dezember;Steinkohlen;8711196;7951870;3417152;85216720
2015;Dezember;Steinkohlenkoks;-;-;-;-
2015;Dezember;Steinkohlenbriketts;-;-;-;-
2015;Dezember;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2015;Dezember;Sonstige Steinkohlen;-;-;-;-
2015;Dezember;Rohbraunkohlen;11943010;11071673;994543;115527271
2015;Dezember;Hartbraunkohlen;.;.;.;.
2015;Dezember;Braunkohlenbriketts;10295;8988;.;130482
2015;Dezember;Braunkohlenkoks;.;.;.;.
2015;Dezember;Wirbelschichtkohle;.;.;.;.
2015;Dezember;Staub- und Trockenkohle;27577;25662;53541;415088
2015;Dezember;Sonstige Braunkohlen;-;-;-;-
2015;Dezember;Dieselkraftstoff;.;.;-;.
2015;Dezember;Heizöl, leicht;61837;56136;32503;789516
2015;Dezember;Heizöl, schwer;22935;20970;8080;240836
2015;Dezember;Flüssiggas;.;.;-;.
2015;Dezember;Raffineriegas;-;-;-;-
2015;Dezember;Petrolkoks;.;.;.;.
2015;Dezember;Sonstige Mineralölprodukte;9653;8994;.;96651
2015;Dezember;Erdgas, Erdölgas;3695733;3577037;4242181;37224805
2015;Dezember;Grubengas;.;.;.;.
2015;Dezember;Kokereigas;.;.;-;.
2015;Dezember;Hochofengas;.;.;.;.
2015;Dezember;Sonstige hergestellte Gase;-;-;-;-
2015;Dezember;Wasserstoff;-;-;-;-
2015;Dezember;Laufwasser;1001562;989679;-;-
2015;Dezember;Speicherwasser;42283;41798;-;-
2015;Dezember;Pumpspeicherwasser;-;-;-;-
2015;Dezember;Pumpspeicher mit natürlichem Zufluss;34643;33154;-;-
2015;Dezember;Pumpspeicher ohne natürlichen Zufluss;518944;508165;-;-
2015;Dezember;Windkraft;-;-;-;-
2015;Dezember;Photovoltaik;-;-;-;-
2015;Dezember;Geothermie;14583;9913;.;-
2015;Dezember;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2015;Dezember;Solarthermie;-;-;-;-
2015;Dezember;Feste biogene Stoffe;432957;390907;497313;7029070
2015;Dezember;Flüssige biogene Stoffe;.;.;2744;19814
2015;Dezember;Biogas;169790;165225;179011;1654546
2015;Dezember;Biomethan (Bioerdgas);-;-;-;-
2015;Dezember;Klärgas;3709;3504;5693;47086
2015;Dezember;Deponiegas;6175;5963;4378;63221
2015;Dezember;Sonstige erneuerbare Energien;-;-;-;234444
2015;Dezember;Klärschlamm;11850;10696;3065;122988
2015;Dezember;Abfall (Hausmüll, Industrie);-;-;-;-
2015;Dezember;Abfall (Industrie);84125;64696;170523;1900000
2015;Dezember;Abfall (Hausmüll, Siedlungsabfälle);998416;785500;1445511;18628832
2015;Dezember;Kernenergie;8105411;7665852;-;-
2015;Dezember;Wärme;53499;51559;168908;1051049
2015;Dezember;Strom (Elektrokessel);-;-;-;-
2015;Dezember;Sonstige Energieträger;1875;1818;.;.
2015;Dezember;Andere Speicher;-;-;-;-
2015;Dezember;Insgesamt;36095872;33569778;11392644;271894862
2016;Januar;Steinkohlen;10729424;9811243;3878726;103851870
2016;Januar;Steinkohlenkoks;-;-;-;-
2016;Januar;Steinkohlenbriketts;-;-;-;-
2016;Januar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;Januar;Sonstige Steinkohlen;-;-;-;-
2016;Januar;Rohbraunkohlen;13107066;12179556;1117184;123815906
2016;Januar;Hartbraunkohlen;.;.;.;.
2016;Januar;Braunkohlenbriketts;.;.;.;.
2016;Januar;Braunkohlenkoks;.;.;.;.
2016;Januar;Wirbelschichtkohle;.;.;.;.
2016;Januar;Staub- und Trockenkohle;28264;26368;69129;502675
2016;Januar;Sonstige Braunkohlen;-;-;-;-
2016;Januar;Dieselkraftstoff;.;.;-;.
2016;Januar;Heizöl, leicht;104956;97290;74488;1309331
2016;Januar;Heizöl, schwer;28581;26215;.;332720
2016;Januar;Flüssiggas;-;-;.;.
2016;Januar;Raffineriegas;-;-;-;-
2016;Januar;Petrolkoks;.;.;.;.
2016;Januar;Sonstige Mineralölprodukte;11017;10217;.;111386
2016;Januar;Erdgas, Erdölgas;5191542;5042579;6192174;53796233
2016;Januar;Grubengas;.;.;.;.
2016;Januar;Kokereigas;.;.;-;.
2016;Januar;Hochofengas;.;.;.;.
2016;Januar;Sonstige hergestellte Gase;.;.;.;.
2016;Januar;Wasserstoff;-;-;-;-
2016;Januar;Laufwasser;1198264;1187188;-;-
2016;Januar;Speicherwasser;43484;42979;-;-
2016;Januar;Pumpspeicherwasser;-;-;-;-
2016;Januar;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;Januar;Pumpspeicher ohne natürlichen Zufluss;533248;521824;-;-
2016;Januar;Windkraft;-;-;-;-
2016;Januar;Photovoltaik;-;-;-;-
2016;Januar;Geothermie;14358;10192;.;-
2016;Januar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2016;Januar;Solarthermie;-;-;-;-
2016;Januar;Feste biogene Stoffe;461498;416928;611207;7596869
2016;Januar;Flüssige biogene Stoffe;.;.;.;.
2016;Januar;Biogas;178805;174305;190937;1739305
2016;Januar;Biomethan (Bioerdgas);-;-;-;-
2016;Januar;Klärgas;3448;3172;6067;50815
2016;Januar;Deponiegas;6220;5955;4192;62216
2016;Januar;Sonstige erneuerbare Energien;-;-;-;.
2016;Januar;Klärschlamm;12376;11247;2422;123901
2016;Januar;Abfall (Hausmüll, Industrie);-;-;-;-
2016;Januar;Abfall (Industrie);87140;68696;151567;1803053
2016;Januar;Abfall (Hausmüll, Siedlungsabfälle);909161;712645;1589389;18765352
2016;Januar;Kernenergie;8236615;7797887;-;-
2016;Januar;Wärme;39662;38480;152455;871918
2016;Januar;Strom (Elektrokessel);-;-;-;-
2016;Januar;Sonstige Energieträger;4671;4468;.;.
2016;Januar;Andere Speicher;-;-;-;-
2016;Januar;Insgesamt;41177656;38416514;14280638;317089902
2016;Februar;Steinkohlen;8834216;8054141;3517237;84810123
2016;Februar;Steinkohlenkoks;-;-;-;-
2016;Februar;Steinkohlenbriketts;-;-;-;-
2016;Februar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;Februar;Sonstige Steinkohlen;-;-;-;-
2016;Februar;Rohbraunkohlen;11790946;10936913;980668;110878480
2016;Februar;Hartbraunkohlen;.;.;.;.
2016;Februar;Braunkohlenbriketts;.;.;.;.
2016;Februar;Braunkohlenkoks;.;.;.;.
2016;Februar;Wirbelschichtkohle;.;.;.;.
2016;Februar;Staub- und Trockenkohle;22835;21291;57147;385370
2016;Februar;Sonstige Braunkohlen;-;-;-;-
2016;Februar;Dieselkraftstoff;12;12;-;116
2016;Februar;Heizöl, leicht;84741;77610;34296;1145959
2016;Februar;Heizöl, schwer;30948;28326;11855;342334
2016;Februar;Flüssiggas;.;.;.;.
2016;Februar;Raffineriegas;-;-;-;-
2016;Februar;Petrolkoks;.;.;.;.
2016;Februar;Sonstige Mineralölprodukte;10028;9302;.;99940
2016;Februar;Erdgas, Erdölgas;4023963;3908587;4920138;42180856
2016;Februar;Grubengas;26056;25389;.;.
2016;Februar;Kokereigas;.;.;-;.
2016;Februar;Hochofengas;.;.;.;.
2016;Februar;Sonstige hergestellte Gase;.;.;.;.
2016;Februar;Wasserstoff;-;-;-;-
2016;Februar;Laufwasser;1426133;1409307;-;-
2016;Februar;Speicherwasser;61743;61253;-;-
2016;Februar;Pumpspeicherwasser;-;-;-;-
2016;Februar;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;Februar;Pumpspeicher ohne natürlichen Zufluss;435994;424976;-;-
2016;Februar;Windkraft;-;-;-;-
2016;Februar;Photovoltaik;-;-;-;-
2016;Februar;Geothermie;12581;10295;.;-
2016;Februar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2016;Februar;Solarthermie;-;-;-;-
2016;Februar;Feste biogene Stoffe;422690;381270;562499;6981935
2016;Februar;Flüssige biogene Stoffe;.;.;.;.
2016;Februar;Biogas;164615;160735;173240;1594042
2016;Februar;Biomethan (Bioerdgas);-;-;-;-
2016;Februar;Klärgas;3145;2869;5991;47517
2016;Februar;Deponiegas;5907;5666;4010;58290
2016;Februar;Sonstige erneuerbare Energien;-;-;-;.
2016;Februar;Klärschlamm;12575;11374;3955;126599
2016;Februar;Abfall (Hausmüll, Industrie);-;-;-;-
2016;Februar;Abfall (Industrie);85709;67442;155967;1758080
2016;Februar;Abfall (Hausmüll, Siedlungsabfälle);870541;690917;1514586;17540365
2016;Februar;Kernenergie;7612405;7203739;-;-
2016;Februar;Wärme;51594;49966;135221;894617
2016;Februar;Strom (Elektrokessel);-;-;-;-
2016;Februar;Sonstige Energieträger;4789;4617;13725;73287
2016;Februar;Andere Speicher;-;-;-;-
2016;Februar;Insgesamt;36252285;33785540;12295763;271011971
2016;März;Steinkohlen;10494627;9600711;3567267;98648890
2016;März;Steinkohlenkoks;-;-;-;-
2016;März;Steinkohlenbriketts;-;-;-;-
2016;März;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;März;Sonstige Steinkohlen;-;-;-;-
2016;März;Rohbraunkohlen;12516654;11632963;967616;117659992
2016;März;Hartbraunkohlen;.;.;.;.
2016;März;Braunkohlenbriketts;.;.;.;.
2016;März;Braunkohlenkoks;.;.;.;.
2016;März;Wirbelschichtkohle;.;.;.;.
2016;März;Staub- und Trockenkohle;20914;19109;58200;375935
2016;März;Sonstige Braunkohlen;-;-;-;-
2016;März;Dieselkraftstoff;.;.;-;.
2016;März;Heizöl, leicht;40464;37217;29545;509826
2016;März;Heizöl, schwer;51629;47219;.;536420
2016;März;Flüssiggas;-;-;-;-
2016;März;Raffineriegas;-;-;-;-
2016;März;Petrolkoks;.;.;.;.
2016;März;Sonstige Mineralölprodukte;9811;9073;.;100304
2016;März;Erdgas, Erdölgas;4392684;4271657;4954487;42774894
2016;März;Grubengas;25985;25262;.;229611
2016;März;Kokereigas;.;.;-;.
2016;März;Hochofengas;.;.;.;.
2016;März;Sonstige hergestellte Gase;.;.;.;.
2016;März;Wasserstoff;-;-;-;-
2016;März;Laufwasser;1367366;1345087;-;-
2016;März;Speicherwasser;44998;43776;-;-
2016;März;Pumpspeicherwasser;-;-;-;-
2016;März;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;März;Pumpspeicher ohne natürlichen Zufluss;427485;417020;-;-
2016;März;Windkraft;-;-;-;-
2016;März;Photovoltaik;-;-;-;-
2016;März;Geothermie;15482;15482;.;-
2016;März;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2016;März;Solarthermie;-;-;-;-
2016;März;Feste biogene Stoffe;448146;404584;519837;7104970
2016;März;Flüssige biogene Stoffe;.;.;.;.
2016;März;Biogas;178844;174534;187573;1717458
2016;März;Biomethan (Bioerdgas);-;-;-;-
2016;März;Klärgas;4122;3791;6719;54286
2016;März;Deponiegas;6709;6436;4450;66798
2016;März;Sonstige erneuerbare Energien;-;-;-;255028
2016;März;Klärschlamm;14680;13340;3634;143256
2016;März;Abfall (Hausmüll, Industrie);-;-;-;-
2016;März;Abfall (Industrie);96031;76031;161925;1855166
2016;März;Abfall (Hausmüll, Siedlungsabfälle);951666;754440;1537439;18917307
2016;März;Kernenergie;8107753;7671255;-;-
2016;März;Wärme;51537;50002;136671;921807
2016;März;Strom (Elektrokessel);-;-;-;-
2016;März;Sonstige Energieträger;4627;4461;.;.
2016;März;Andere Speicher;-;-;-;-
2016;März;Insgesamt;39434761;36772252;12302501;293207467
2016;April;Steinkohlen;8847410;8108314;2522262;82482675
2016;April;Steinkohlenkoks;-;-;-;-
2016;April;Steinkohlenbriketts;-;-;-;-
2016;April;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;April;Sonstige Steinkohlen;-;-;-;-
2016;April;Rohbraunkohlen;11966025;11131384;858603;112428145
2016;April;Hartbraunkohlen;.;.;.;.
2016;April;Braunkohlenbriketts;.;.;.;.
2016;April;Braunkohlenkoks;.;.;.;.
2016;April;Wirbelschichtkohle;.;.;.;.
2016;April;Staub- und Trockenkohle;20776;18569;49577;342216
2016;April;Sonstige Braunkohlen;-;-;-;-
2016;April;Dieselkraftstoff;.;.;-;.
2016;April;Heizöl, leicht;35016;31873;21045;440338
2016;April;Heizöl, schwer;24784;22664;.;303179
2016;April;Flüssiggas;-;-;.;.
2016;April;Raffineriegas;-;-;-;-
2016;April;Petrolkoks;.;.;.;.
2016;April;Sonstige Mineralölprodukte;8238;7660;.;83822
2016;April;Erdgas, Erdölgas;2926813;2836720;3201437;28615922
2016;April;Grubengas;.;.;.;.
2016;April;Kokereigas;.;.;-;.
2016;April;Hochofengas;.;.;.;.
2016;April;Sonstige hergestellte Gase;.;.;.;.
2016;April;Wasserstoff;-;-;-;-
2016;April;Laufwasser;1501530;1481200;-;-
2016;April;Speicherwasser;52602;52132;-;-
2016;April;Pumpspeicherwasser;-;-;-;-
2016;April;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;April;Pumpspeicher ohne natürlichen Zufluss;413055;403169;-;-
2016;April;Windkraft;-;-;-;-
2016;April;Photovoltaik;-;-;-;-
2016;April;Geothermie;14836;14836;13823;-
2016;April;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2016;April;Solarthermie;-;-;-;-
2016;April;Feste biogene Stoffe;411050;371092;464386;6523218
2016;April;Flüssige biogene Stoffe;.;.;.;.
2016;April;Biogas;156832;153014;156819;1488555
2016;April;Biomethan (Bioerdgas);-;-;-;-
2016;April;Klärgas;3915;3667;6023;49632
2016;April;Deponiegas;6774;6558;4436;69938
2016;April;Sonstige erneuerbare Energien;-;-;-;270442
2016;April;Klärschlamm;13849;12603;1790;136487
2016;April;Abfall (Hausmüll, Industrie);-;-;-;-
2016;April;Abfall (Industrie);94973;74937;135901;1762473
2016;April;Abfall (Hausmüll, Siedlungsabfälle);848161;676849;1161903;16452585
2016;April;Kernenergie;5406295;5110534;-;-
2016;April;Wärme;49542;47850;120287;847603
2016;April;Strom (Elektrokessel);-;-;-;-
2016;April;Sonstige Energieträger;4316;4121;.;.
2016;April;Andere Speicher;-;-;-;-
2016;April;Insgesamt;32963761;30717765;8833386;253289572
2016;Mai;Steinkohlen;7362922;6706352;1657652;70107677
2016;Mai;Steinkohlenkoks;-;-;-;-
2016;Mai;Steinkohlenbriketts;-;-;-;-
2016;Mai;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;Mai;Sonstige Steinkohlen;-;-;-;-
2016;Mai;Rohbraunkohlen;11066601;10274288;556164;103897216
2016;Mai;Hartbraunkohlen;.;.;.;.
2016;Mai;Braunkohlenbriketts;.;.;.;.
2016;Mai;Braunkohlenkoks;.;.;.;.
2016;Mai;Wirbelschichtkohle;.;.;.;.
2016;Mai;Staub- und Trockenkohle;19240;17040;31717;262995
2016;Mai;Sonstige Braunkohlen;-;-;-;-
2016;Mai;Dieselkraftstoff;.;.;-;.
2016;Mai;Heizöl, leicht;39350;35398;15252;459176
2016;Mai;Heizöl, schwer;30128;27285;.;338114
2016;Mai;Flüssiggas;-;-;-;-
2016;Mai;Raffineriegas;-;-;-;-
2016;Mai;Petrolkoks;.;.;.;.
2016;Mai;Sonstige Mineralölprodukte;8992;8368;.;.
2016;Mai;Erdgas, Erdölgas;2600629;2509841;2577713;25236246
2016;Mai;Grubengas;.;.;.;.
2016;Mai;Kokereigas;.;.;-;.
2016;Mai;Hochofengas;.;.;.;.
2016;Mai;Sonstige hergestellte Gase;.;.;.;.
2016;Mai;Wasserstoff;-;-;-;-
2016;Mai;Laufwasser;1631919;1606532;-;-
2016;Mai;Speicherwasser;58388;57948;-;-
2016;Mai;Pumpspeicherwasser;-;-;-;-
2016;Mai;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;Mai;Pumpspeicher ohne natürlichen Zufluss;454886;440300;-;-
2016;Mai;Windkraft;-;-;-;-
2016;Mai;Photovoltaik;-;-;-;-
2016;Mai;Geothermie;13934;13407;14509;-
2016;Mai;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2016;Mai;Solarthermie;-;-;-;-
2016;Mai;Feste biogene Stoffe;435025;392089;415555;6608127
2016;Mai;Flüssige biogene Stoffe;.;.;.;.
2016;Mai;Biogas;138681;134880;131486;1309690
2016;Mai;Biomethan (Bioerdgas);-;-;-;-
2016;Mai;Klärgas;4275;4000;6013;54312
2016;Mai;Deponiegas;6763;6464;4545;70452
2016;Mai;Sonstige erneuerbare Energien;-;-;-;288985
2016;Mai;Klärschlamm;11176;9997;1312;112468
2016;Mai;Abfall (Hausmüll, Industrie);-;-;-;-
2016;Mai;Abfall (Industrie);94636;73794;132612;1873497
2016;Mai;Abfall (Hausmüll, Siedlungsabfälle);963713;773539;1023456;17816718
2016;Mai;Kernenergie;5138247;4860295;-;-
2016;Mai;Wärme;48949;47160;95998;846609
2016;Mai;Strom (Elektrokessel);-;-;-;-
2016;Mai;Sonstige Energieträger;3841;3640;.;.
2016;Mai;Andere Speicher;-;-;-;-
2016;Mai;Insgesamt;30258144;28120124;6747560;230264189
2016;Juni;Steinkohlen;8873075;8169650;1077968;77609134
2016;Juni;Steinkohlenkoks;-;-;-;-
2016;Juni;Steinkohlenbriketts;-;-;-;-
2016;Juni;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;Juni;Sonstige Steinkohlen;-;-;-;-
2016;Juni;Rohbraunkohlen;10750255;9969219;501629;101987623
2016;Juni;Hartbraunkohlen;-;-;-;-
2016;Juni;Braunkohlenbriketts;.;.;.;.
2016;Juni;Braunkohlenkoks;.;.;.;.
2016;Juni;Wirbelschichtkohle;.;.;.;.
2016;Juni;Staub- und Trockenkohle;9575;8450;15511;137887
2016;Juni;Sonstige Braunkohlen;-;-;-;-
2016;Juni;Dieselkraftstoff;9;9;-;82
2016;Juni;Heizöl, leicht;47974;43882;14714;568012
